index,product,category,sub_category,brand,sale_price,market_price,type,rating,description,questions
8383,"Syoss - Color Salon Protect Anti Fade, 01 Shampoo",Beauty & Hygiene,Hair Care,Schwarzkopf,425.0,425.0,Shampoo & Conditioner,4.8,"Created with participation and tested by hairdressers, the new SYOSS with the Color-Lamination formula protects the colour for dazzling glamour. For beautiful hair like a salon. Colour Luminance & Protect shampoo was created for dyed or streaked hair. It closes colour pigments for a dazzling colour glow. For intensity up to 90% after 10 weeks.","['Is Syoss Color Salon Protect Anti Fade, 01 Shampoo suitable for all hair types?', 'Can the Color-Lamination formula in Syoss Color Salon Protect Anti Fade, 01 Shampoo be used on natural hair colors?', 'How long does the Color Saloon Protect Anti Fade shampoo protect the color in Syoss Color Salon Protect Anti Fade, 01 Shampoo?', 'Does Syoss Color Salon Protect Anti Fade, 01 Shampoo contain any harmful chemicals?', 'What is the intended use of the Syoss Color Salon Protect Anti Fade, 01 Shampoo?']"
8419,Fresh Moisturising Hand Wash - Peppermint & Green Apple,Beauty & Hygiene,Bath & Hand Wash,Fiama,70.0,70.0,Hand Wash & Sanitizers,4.4,"Fiama liquid handwash contains fragrance that isÂ proven to make you feel fresh. The gel formulation contains skin conditioners that make your hands soft and has natural germ protection to keep your hands safe. Available in 3 variants; happy, relax, and fresh.","['Can Fresh Moisturising Hand Wash be used for the body?', 'What are the fragrance options available in Fresh Moisturising Hand Wash?', 'How long does the fragrance of Fresh Moisturising Hand Wash last?', 'Does Fiama liquid handwash contain any artificial colors?', 'Are there any special ingredients in Fresh Moisturising Hand Wash that make it different from other hand washes?']"
8456,Bio Nut Walnut Purifying & Polishing Scrub,Beauty & Hygiene,Skin Care,BIOTIQUE,390.0,520.0,Face Care,1.0,"This exfoliating scrub is blended with pure walnut oil, rich in Vitamin A and lecithin, extracts of neem, mint, fenugreek and red sandalwood to purify and polish skin texture. This magical formula sweeps away dry lines and leaves skin smooth, soft and spotlessly refreshed. The skin becomes more receptive to the benefits of future treatment.","['Does Bio Nut Walnut Purifying & Polishing Scrub contain Vitamin A?', 'How long does it take for Bio Nut Walnut Purifying & Polishing Scrub to leave skin spotlessly refreshed?', 'Which ingredients in Bio Nut Walnut Purifying & Polishing Scrub help in purifying the skin texture?', 'What benefits does Bio Nut Walnut Purifying & Polishing Scrub make the skin more receptive to?', 'How does Bio Nut Walnut Purifying & Polishing Scrub leave the skin feeling after use?']"
8464,Ubtan Face Mask,Beauty & Hygiene,Skin Care,Mamaearth,99.0,99.0,Face Care,4.2,"Hi! I am Mamaearth's SLS and Paraben free Ubtan Face Mask for removing skin tan and giving you fairer skin. Liquorice extract in me repairs sun damage while carrot oil removes tan from the upper layer of skin. I am enriched with walnut beads which exfoliate dead skin cells. Antioxidants in turmeric & saffron protect the skin cells from free radical damage and lighten the skin tone. Dermatologically tested and pH balanced, I gently take care of your skin. I leave skin soft and smooth and I do not contain any harmful chemicals like SLES, sulfates, phthalates and artificial fragrances.","['Can Ubtan Face Mask be used on sensitive skin?', 'How long should Ubtan Face Mask be left on the skin?', 'What is the main ingredient for removing tan in Ubtan Face Mask?', 'Are there any artificial fragrances in Ubtan Face Mask?', 'Is Ubtan Face Mask Dermatologically tested?']"
8540,Root Energising Oil,Beauty & Hygiene,Hair Care,Kaya Clinic,1190.0,1190.0,Hair Oil & Serum,,"Light-weight non-sticky hair oil is enriched with Natural oil's. It is a lightweight, non-sticky nourishing oil, for healthy and stronger hair. It is infused with three exotic oils of macadamia, olive, avocado, kaya root energising oil helps strengthen hair for a healthier-looking, fuller-looking hair. This formula helps strengthen the hair roots in 90 days.","['Is Root Energising Oil sticky?', 'How many oils are infused into Root Energising Oil?', 'How long does it take for Root Energising Oil to show results?', 'Can you use Root Energising Oil for dry hair?', 'Is Root Energising Oil recommended for frizzy hair?']"
8568,"Deodorant Roll On, Silver Protect, Antibacterial Odour Protection For 48h Freshness",Beauty & Hygiene,Men's Grooming,Nivea Men,181.3,185.0,Men's Deodorants,4.2,"Nivea MenSilver Protect Roll-on gives you day-long body odour control and effective anti-bacterial protection. Its unique formula contains anti-bacterial Silver Ions which fight against body odour. The modern masculine scent gives you long-lasting freshness. It has the optimal combination of reliable deodorant protection and Nivea Men Care Complex. Skin tolerance dermatologically proved.
For Beauty tips, tricks & more visit http://lookbeautiful.in/","['Do Nivea Men Silver Protect Roll-on contain anti-bacterial Silver Ions?', 'How long does Nivea Men Silver Protect Roll-on provide body odour control for?', 'What is the scent of Nivea Men Silver Protect Roll-on?', 'Is Nivea Men Silver Protect Roll-on tested for skin tolerance?', 'How does Nivea Men Silver Protect Roll-on provide effective protection?']"
8665,CoCo Facewash With Coffee & Cocoa For Skin Awakening,Beauty & Hygiene,Skin Care,Mamaearth,249.0,249.0,Face Care,4.8,"The combination of Cocoa and Coffee not only makes a heartwarming cuppa but also gives a radiant boost when used on the skin.Mamaearth CoCo Face Wash is packed with antioxidant, anti-inflammatory, and anti- aging ingredients. It tightens pores, reverses sun damage, and stimulates blood flow leaving you with even-toned and healthy skin. Coffee increases collagen production to give your skin a youthful appearance. While Cocoa softens and detoxifies the skin to reduce fine lines, wrinkles, and the appearance of scars.Suitable for all skin types, CoCo Face Wash has no harmful chemicals and is free of Toxins, Parabens, and Mineral Oils.","['What are the main ingredients in CoCo Facewash With Coffee & Cocoa For Skin Awakening?', 'How does Coffee help in the CoCo Facewash For Skin Awakening?', 'What skin types is CoCo Facewash With Coffee & Cocoa For Skin Awakening suitable for?', 'How does the CoCo Facewash With Coffee & Cocoa For Skin Awakening reverse sun damage?', 'What harmful chemicals are avoided in CoCo Facewash With Coffee & Cocoa For Skin Awakening?']"
8670,9 to 5 Flawless Matte Complexion Compact,Beauty & Hygiene,Makeup,Lakme,400.0,500.0,Face,4.0,"For an oil-free, even and natural complexion, this is a perfect pick! The Lakme 9 To 5 Flawless Matte Complexion is a compact that brings out your amazing skin tone and enhances your beauty. It is fortified with a unique Vitamin E formula to nourish your skin and give it a radiant look that lasts you all day. The compact is in a dazzling almond shade that blends into your complexion so well it can even be used as a concealer to hide your spots and freckles. This pack will fit into your make-up kit easily and it comes with a mirror and soft sponge to give you that ideal even-toned appearance. It has great features like matte look throughout the day, infused with Vitamin E and unique oil absorbing formula that nourishes and conditions the skin, matte texture that gives you an even-toned skin and is available in 3 unique shades. The in-built mirror and puff make it ideal for working women.","['Is Lakme 9 To 5 Flawless Matte Complexion Compact oil-free?', 'How many shades are available in Lakme 9 to 5 Flawless Matte Complexion Compact?', 'Can Lakme 9 To 5 Flawless Matte Complexion Compact be used as a concealer?', 'What feature of Lakme 9 to 5 Flawless Matte Complexion Compact helps in nourishing and conditioning the skin?', 'Does Lakme 9 To 5 Flawless Matte Complexion Compact have a matte look throughout the day?']"
8695,"Lotion - Face & Body, Bio Sandalwood",Beauty & Hygiene,Skin Care,BIOTIQUE,150.0,200.0,Body Care,4.3,"This nutrient rich sun lotion protects the skin from the sun with its broad spectrum SPF 30, and UVA/UVB sunscreen. The lotion is a blend of pure sandalwood, saffron, wheat germ, honey and bark of the arjun tree, which helps keep the skin soft, fair and moisturized in the sun. The lotions is also very water resistant, and retains SPF even after 80 minutes in the water.","['How long does Lotion Face & Body, Bio Sandalwood protect the skin from the sun?', 'What ingredients are found in Lotion Face & Body, Bio Sandalwood?', 'Is Lotion Face & Body, Bio Sandalwood suitable for all skin types?', 'How long does the SPF last for Lotion Face & Body, Bio Sandalwood?', 'What makes Lotion Face & Body, Bio Sandalwood water resistant?']"
8731,"Sun Shield - Bio Pink Lentils Matte Look Sunblock, SPF 40",Beauty & Hygiene,Skin Care,BIOTIQUE,296.25,395.0,Face Care,3.0,"A light matte finish emulsion with skin lightening extracts of Pink Lentils, Wild Mulberry, Rose and Turmeric that targets pigmentation, blemishes and dark spots for a clear, fresh and bright complexion in the sun. This sunblock protects skin with broad-spectrum SPF 40 UVA/UVB sunscreen. It also helps reduce the risk of skin ageing and skin cancer.","['Is Sun Shield Bio Pink Lentils Matte Look Sunblock suitable for all skin types?', 'Which skin lightening extracts are present in Sun Shield Bio Pink Lentils Matte Look Sunblock?', 'What is the SPF value of Sun Shield Bio Pink Lentils Matte Look Sunblock?', 'How does Sun Shield Bio Pink Lentils Matte Look Sunblock help reduce the risk of skin ageing?', 'Can Sun Shield Bio Pink Lentils Matte Look Sunblock be used as a makeup primer?']"
8737,Skin Natutals - Pure Active Neem Face Wash,Beauty & Hygiene,Skin Care,Garnier,90.0,120.0,Face Care,4.2,"Purify your skin the traditional way with neem and ensure the interruption of chemicals is not a problem with this Garnier Pure Active Neem Face Wash. It helps in deep cleansing. Neem extracts ensure that your skin will always enjoy thorough cleansing without affecting the natural makeup of your skin. Cleaner skin will mean that you always flaunt the most radiant skin with a smooth top finish for everyone to envy. It is effective in removing acne, blemishes and dark spots. The face wash effectively works to help in removing acne by reducing the number of impurities building up in your skin and pores. When your skin is free from dirt and impurities, the appearance of blemishes and dark spots also reduce for further increase in the beauty of your skin. It clears away the dirt, grime, and pollutants. Dirt, grime, and pollutants leave your skin looking dull and lifeless, but this face wash ensures that you always enjoy skin that is more radiant and flawless. It is suitable for all skin types. The face wash is perfectly formulated to suit all skin types, thus avoiding any chance of allergies and other ill effects. It has powerful and naturally antibacterial ingredients. A rich supply of anti-bacterial base is spread to your skin so there is a strong fight against germs and infections to ensure that there is no added damage due to environmental causes.","['Is Skin Naturals Pure Active Neem Face Wash suitable for sensitive skin?', 'How does Skin Naturals Pure Active Neem Face Wash help in reducing dark spots?', 'What skin types is Skin Naturals Pure Active Neem Face Wash suitable for?', 'What are the key ingredients in Skin Naturals Pure Active Neem Face Wash?', 'How does Skin Naturals Pure Active Neem Face Wash help in removing acne?']"
8763,"Color Naturals Mini - Shade 3.16, Burgundy",Beauty & Hygiene,Hair Care,Garnier,80.0,80.0,Hair Color,4.2,"Garnier Color Naturals is an ammonia-free hair colour which provides 100% grey coverage. It is enriched with the goodness of 3 oils - Olive, Almond and Avocado. It and has colour protect technology which locks colour up to 8 weeks. Get rich long-lasting colour 5 fabulous shades. Your hair will love the nourishment and you will love the colour!","['Does Garnier Color Naturals Mini Shade 3.16, Burgundy contain ammonia?', 'How long does the color from Garnier Color Naturals Mini Shade 3.16, Burgundy last?', 'Which oils are present in Garnier Color Naturals Mini Shade 3.16, Burgundy?', 'How many shades are available in Garnier Color Naturals Mini Shade 3.16, Burgundy?', 'Is Garnier Color Naturals Mini Shade 3.16, Burgundy suitable for covering grey hair?']"
8764,Fresh Boost Deodorant - 48h Long Lasting Freshness With Fresh Musk Scent,Beauty & Hygiene,Fragrances & Deos,Nivea Men,245.0,250.0,Men's Deodorants,4.1,"Nivea Men Fresh Power Deodorant comes with a powerful, warm, and masculine fragrance that provides long-lasting freshness. It contains oriental spicy notes that provide an instant gush of energy.","['Does Nivea Men Fresh Power Deodorant contain any floral notes?', 'How long does the freshness of Fresh Boost Deodorant last?', 'What type of fragrance does Fresh Boost Deodorant have?', 'Can Fresh Boost Deodorant be used by women as well?', 'What qualities does the Fresh Musk Scent of Fresh Boost Deodorant have?']"
8942,Deep Nourish Elbow & Foot Cream,Beauty & Hygiene,Skin Care,Kaya Clinic,297.5,350.0,Body Care,4.0,"This cream is specially formulated to gently heal rough and cracked feet. It is also recommended for foot softening, treating corns, calluses and thick skin around the elbows and knees. Makes feet smooth and soft.","['Does Deep Nourish Elbow & Foot Cream work for rough elbows?', 'Can Deep Nourish Elbow & Foot Cream heal corns on the feet?', 'Does Deep Nourish Elbow & Foot Cream treat calluses on the heels?', 'How is Deep Nourish Elbow & Foot Cream recommended to be used?', 'Does Deep Nourish Elbow & Foot Cream contain any harsh chemicals?']"
8964,Taft Classic Hair Spray Extra Strong 3,Beauty & Hygiene,Hair Care,Schwarzkopf,395.0,395.0,Hair & Scalp Treatment,4.3,This spray is great for all hair types and helps you get the desired hairstyle in a go. The stronghold feature of this hair styling lacquer will hold your desired hairstyle strong so that your hair does not need a touch-up or styling every other minute. This hair lacquer provides 4 times more hold when compared to other hair care products. This spray deeply moistens and conditions your hair so you can style it to suit your mood or the occasion.,"['Does Taft Classic Hair Spray Extra Strong 3 provide 2 times more hold compared to other products?', 'Can Taft Classic Hair Spray Extra Strong 3 be used on all hair types?', 'How does Taft Hair Spray Extra Strong 3 deeply moisturize hair?', 'How long does the stronghold feature of Taft Classic Hair Spray Extra Strong 3 last?', 'Does Taft Classic Hair Spray Extra Strong 3 need to be reapplied frequently for maintaining the desired hairstyle?']"
9049,Regenerating Day Cream,Beauty & Hygiene,Skin Care,Kaya Clinic,1550.0,1550.0,Face Care,3.7,"The luxurious Regenerating Day Cream is specially formulated using a unique combination of potent whitening and youth renewing actives. Enriched with Purple Orchid and Japanese Cherry Extracts that helps skin to repair and renew faster when used regularly skin appears flawless, smooth, firm and radiant. Formula researched and developed by dermatologists.Tip: Following a regular skincare regime can help you achieve flawless skin. For more tips on skincare, visit BigBasket lifestyle blog, Click Here to visit bigbasket’s lifestyle blog","['Does Regenerating Day Cream contain Purple Orchid and Japanese Cherry Extracts?', 'How long does it take for Regenerating Day Cream to show results?', 'Can you use Regenerating Day Cream on sensitive skin?', 'How often should you apply Regenerating Day Cream for best results?', 'Does the formula of Regenerating Day Cream include ammonia?']"
9061,Taft Ultimate Wax,Beauty & Hygiene,Men's Grooming,Schwarzkopf,425.0,425.0,Hair Care & Styling,,Ultimate strongest taffeta-stop for 100% fixation with liquid crystal gloss effect that gives the hair a luxurious radiance. Ultimate Wax stop that is structured like wax and holds like a gel. It helps to protect the hair from drying out. It has the highest taffeta hold and crystal shine effect.,"['Does Taft Ultimate Wax provide a crystal shine effect?', 'How does Taft Ultimate Wax hold hair like gel and wax?', 'Is Taft Ultimate Wax suitable for protecting hair from drying out?', 'What is the fixation percentage of Taft Ultimate Wax?', 'Can Taft Ultimate Wax be washed out easily from hair?']"
9087,"Hair Color 87.5 g + 72 ml, Chocolate 535 + Color Protect Shampoo 175 ml",Beauty & Hygiene,Hair Care,Loreal Paris,617.5,700.0,Hair Color,,"L'Oreal Paris Casting Creme Gloss (87.5 g + 72 ml), 535 Chocolate:
Casting Creme Gloss is an ammonia-free hair colour that gives your hair visible shimmering tones, glossy shine and covers greys. It gives you the richness of natural hair colour that lasts up to 28 shampoos. Casting Creme Gloss super-nourishing formula of caring conditioner leaves your hair nourished, soft, voluptuous. 
Available in 11 glossy shades. Easy to apply with the non-drip crème formula in just 20 minutes, even for beginners. The delicate fragrance makes colouring a luxurious treat. Get natural-looking results and ultra-glossy colour with Casting Creme Gloss by L'Oreal Paris India. No-ammonia hair colour that gives natural-looking colour with visible shimmering tones and a glossy shine.
L'Oreal Paris Color Protect Shampoo, 175 ml:
Colour Protect shampoo by L'Oreal Paris nourishes the hair and transforms its surface, keeping the hair protected and prolonging the colour radiance. The Colour Protect formula with UV filter- Light Reflecting System combines an active nourishing ingredient and filters for colour-treated hair. It nourishes the hair and transforms its surface so your hair feels silky to touch. Colour Protect Shampoo also helps protect the hair fibre from external aggressions and accentuates the colour’s radiance.
L’Oréal Paris offers hair conditioners for every concern and hair type. Whether you’re looking to moisturise dry hair, want a conditioner for coloured hair, or want to help repair damaged hair with a deep conditioner, we have the hair conditioner - and shampoo - that best fits your needs!","[""Does Casting Creme Gloss hair colour from L'Oreal Paris contain ammonia?"", 'How many glossy shades is Casting Creme Gloss hair colour available in?', 'Will Casting Creme Gloss hair colour last up to 28 shampoos?', ""Is the Color Protect Shampoo from L'Oreal Paris suitable for coloured hair?"", ""How long does it take to apply the Casting Creme Gloss hair colour from L'Oreal Paris?""]"
9181,Clay Fresh Shower Gel - Hibiscus & Grapefruit,Beauty & Hygiene,Bath & Hand Wash,Nivea,191.25,225.0,Shower Gel & Body Wash,4.2,"The new Nivea clay fresh shower with fresh natural fragrances perfectly balances cleansing, freshness and care – for skin that feels pure and noticeably velvety soft. Power of natural clay for deep cleansing and freshness","['Does Nivea Clay Fresh Shower Gel contain any artificial fragrances?', 'How does the Clay Fresh Shower Gel by Nivea balance cleansing, freshness, and care?', 'Which natural fragrances are present in Nivea Clay Fresh Shower Gel?', 'How does the natural clay in Nivea Clay Fresh Shower Gel provide deep cleansing?', 'Why does skin feel noticeably velvety soft after using Nivea Clay Fresh Shower Gel?']"
9246,Bio Fruit Flawless Whitening & Depigmentation Face Pack,Beauty & Hygiene,Skin Care,BIOTIQUE,367.0,490.0,Face Care,4.3,"This luxurious de-pigmentation pack is blended with the juices of pineapple, tomato, lemon and papaya fruit to visibly lighten skin for a fairer, flawless look. With regular use, the skin will skin reclaims its soft, smooth, youthful tone and texture. Biotique Face Pack is 100% natural making it chemical-free and perfect for your skin.","['Does the Bio Fruit Flawless Whitening & Depigmentation Face Pack contain any chemicals?', 'What are the main fruits used in the Bio Fruit Flawless Whitening & Depigmentation Face Pack?', 'How does the Bio Fruit Flawless Whitening & Depigmentation Face Pack help in achieving fairer skin?', 'Which ingredients in the Bio Fruit Flawless Whitening & Depigmentation Face Pack help in lightening skin?', 'How often should the Bio Fruit Flawless Whitening & Depigmentation Face Pack be used for best results?']"
9259,Bio Honey Gel Foaming Face Wash,Beauty & Hygiene,Skin Care,BIOTIQUE,281.25,375.0,Face Care,3.9,"This fresh, foaming, 100% soap-free gel is blended with pure honey and extracts from the bark of the arjun tree, euphorbia plant and wild turmeric. It dissolves makeup and impurities, softens the skin and helps lighten the complexion. This product is organically pure, preservatives free and dermatologically tested.","['Is Bio Honey Gel Foaming Face Wash dermatologically tested?', 'How long does Bio Honey Gel Foaming Face Wash last?', 'Does Bio Honey Gel Foaming Face Wash contain preservatives?', 'What natural ingredients are present in Bio Honey Gel Foaming Face Wash?', 'Can Bio Honey Gel Foaming Face Wash be used to remove makeup?']"
9286,Bio Morning Nectar Flawless Skin Cream,Beauty & Hygiene,Skin Care,BIOTIQUE,230.0,230.0,Face Care,5.0,"This lightening and nourishing cream is blended with pure honey, wheatgerm and seaweed. It sinks into skin to replace natural oils and replenish lost moisture for a noticeably fresher, fairer complexion.","['What are the key ingredients in Bio Morning Nectar Flawless Skin Cream?', 'How does Bio Morning Nectar Flawless Skin Cream help with skin lightening?', 'Does Bio Morning Nectar Flawless Skin Cream contain any artificial fragrances?', 'How does Bio Morning Nectar Flawless Skin Cream replenish lost moisture in the skin?', 'Can Bio Morning Nectar Flawless Skin Cream be used on all skin types?']"
9315,Skin Naturals - BB Cream,Beauty & Hygiene,Makeup,Garnier,123.75,165.0,Face,4.1,"Garnier BB Cream for women is an all-in-one daily moisturizer for face. It is enriched with Vitamin C, Almond Extract and Brightening minerals and helps provide the benefits of multiple skincare products in just one cream.This cream smoothens and reduces imperfections and gives a long-lasting (8 hours) moisturisation. SPF 24 and UVA/UVB filters protect skin from harmful sun rays Switch to a new generation of skincare; get instantly perfect skin in just 1 application!","['Does Skin Naturals BB Cream contain SPF?', 'How many hours does the moisturization from Skin Naturals BB Cream last?', 'Which minerals are included in Skin Naturals BB Cream?', 'What kind of extracts are used in Skin Naturals BB Cream?', 'How many skincare products can Skin Naturals BB Cream replace?']"
9348,Energy Gas Free Deodorant - Daylong Odour Control,Beauty & Hygiene,Fragrances & Deos,Nivea Men,245.0,250.0,Men's Deodorants,4.1,"Presenting Indias 1st Body Deodoriser from Nivea Men. A deodoriser is more than just an ordinary deodorant. Unlike ordinary deodorants, the Nivea Men Energy Body Deodoriser provides day-long odour control in just 1 use, so you don't need to re-apply it again and again. Its unique skin-friendly deodorising formula works on the body to prevent odour formation at its source.For Beauty tips, tricks & more visit https://bigbasket.blog/","['Does Energy Gas Free Deodorant truly provide day-long odour control in just 1 use?', 'How is Energy Gas Free Deodorant different from ordinary deodorants?', 'What makes Nivea Men Energy Body Deodoriser unique?', 'Is Energy Gas Free Deodorant suitable for sensitive skin?', 'How often do you need to re-apply Energy Gas Free Deodorant for optimum results?']"
9432,"100% Pure Castor Oil, Cold Pressed, To Support Hair Growth, Good Skin & Strong Nails",Beauty & Hygiene,Hair Care,Mamaearth,299.0,299.0,Hair Oil & Serum,4.2,"One of the most versatile carrier or base oils – Castor oil is a deep moisturizing & conditioning agent. It is beneficial not just for hair, skin & nails, but also helps in nourishing scalp & lips, making cuticles healthy, aiding the growth of eyebrows/eyelashes and for fighting skin infections such as ringworm, dandruff etc. Mamaearth's Castor Oil is 100% pure, natural and cold-pressed and is extracted from best quality castor seeds without using any heat or chemical treatment. Suitable for all skin and hair types, the oil is free of any additives, toxins or harmful chemicals such as mineral oils, silicones, etc.","[""Is Mamaearth's Castor Oil extracted using heat or chemical treatment?"", ""Can Mamaearth's Castor Oil be used on lips?"", ""Which skin infections can Mamaearth's Castor Oil help in fighting?"", ""Does Mamaearth's Castor Oil contain any harmful chemicals like mineral oils or silicones?"", ""How can Mamaearth's Castor Oil aid in the growth of eyebrows and eyelashes?""]"
9500,Whitening Even Tone Body Lotion - UV Protect & 40x Vitamin C,Beauty & Hygiene,Skin Care,Nivea,382.5,425.0,Body Care,4.2,"This NIVEA body lotion repairs skin layer by layer. It also boosts the skin’s natural barrier to fight sun-induced skin damage leaving you with radiant skin. The advanced UVA/UVB filters in the body lotion protect your skin from UV-rays, which induce pigmentation causing dark and uneven skin. The lotion works immediately, deep into your skin, feels light and moisturises the skin well. This body lotion can be used all through the year as it is perfect for both winters and summers. It moisturises and nourishes the skin, and the result is noticeably whiter and smoother skin. Now you can finally get back your even-toned skin!","['Can Whitening Even Tone Body Lotion be used all year long?', ""How does Whitening Even Tone Body Lotion boost the skin's natural barrier?"", 'Does the Whitening Even Tone Body Lotion contain any type of filters?', 'How does Whitening Even Tone Body Lotion repair the skin?', 'How long does it take for the Whitening Even Tone Body Lotion to work on the skin?']"
9515,Bio Sandalwood Lotion - 50 Spf Sunscreen For All Skin Types In The Sun Very Water Resistant,Beauty & Hygiene,Skin Care,BIOTIQUE,245.0,350.0,Face Care,4.1,"This nutrient-rich lotion is blended with pure sandalwood, saffron, wheat germ, honey and bark of the arjun tree to keep skin soft, fair and moisturized. Protects skin with broad spectrum SPF 50 UVA/UVB sunscreen. Very water resistant, retains SPF after 80 minutes in the water.","['Is Bio Sandalwood Lotion suitable for all skin types?', 'Does Bio Sandalwood Lotion contain saffron?', 'How long does SPF 50 protection last with Bio Sandalwood Lotion?', 'Can Bio Sandalwood Lotion be used for swimming?', 'How many nutrients are blended in Bio Sandalwood Lotion?']"
9568,Gliss Hair Repair Colour Protect & Shine Anti-Fading Mask,Beauty & Hygiene,Hair Care,Schwarzkopf,775.0,775.0,Hair & Scalp Treatment,2.7,"Schwarzkopf Gliss Hair Repair Anti-Fading Mask 300 ml gives you colour protection for up to 12 weeks, thanks to the 3D Colour Luminance. The keratin-infused formula strengthens the hair and leaves it radiant and nourished.","['Is Schwarzkopf Gliss Hair Repair Colour Protect & Shine Anti-Fading Mask suitable for all hair types? ', 'How long does the colour protection last with Schwarzkopf Gliss Hair Repair Anti-Fading Mask?', 'What is the main ingredient in Schwarzkopf Gliss Hair Repair Colour Protect & Shine Anti-Fading Mask?', 'Does Schwarzkopf Gliss Hair Repair Anti-Fading Mask come in a different size option?', 'How does the keratin-infused formula in Schwarzkopf Gliss Hair Repair Anti-Fading Mask benefit the hair?']"
9584,Whitening Sensitive Women Deodorant For 48h Protection,Beauty & Hygiene,Fragrances & Deos,Nivea,204.82,209.0,Women's Deodorants,4.1,"Nivea Whitening Sensitive Deodorant is India's First Sensitive Deodorant. It is specifically designed to care for sensitive underarms and gives visibly even-toned underarms without irritation. Its ultra-light formula contains 0% alcohol which doesn't irritate your skin.
For Beauty tips, tricks & more visit https://bigbasket.blog/","['Does Nivea Whitening Sensitive Deodorant contain alcohol?', 'Is Nivea Whitening Sensitive Deodorant suitable for sensitive skin?', 'How long does Nivea Whitening Sensitive Deodorant provide protection for?', 'Is Nivea Whitening Sensitive Deodorant suitable for daily use?', 'What is unique about Nivea Whitening Sensitive Deodorant compared to other deodorants?']"
9596,"Syoss - Repair Therapy, 01 Shampoo",Beauty & Hygiene,Hair Care,Schwarzkopf,425.0,425.0,Shampoo & Conditioner,3.0,"Schwarzkopf Syoss Repair Therapy Shampoo 500ml care for dry and damaged hair. The nourishing ingredients in the professional formula of Syoss Repair Therapy deliver deep repair for strong, healthy hair and incredible salon shine.","['Does Schwarzkopf Syoss Repair Therapy Shampoo 01 contain any sulfates?', 'How does Schwarzkopf Syoss Repair Therapy Shampoo 01 provide deep repair for hair?', 'What size bottle does Schwarzkopf Syoss Repair Therapy Shampoo come in?', 'What type of hair is Schwarzkopf Syoss Repair Therapy Shampoo 01 most suited for?', 'Does Schwarzkopf Syoss Repair Therapy Shampoo 01 work on colored hair?']"
9605,Skin Correct Face Serum With Niacinamide & Ginger Extract For Acne Marks & Scars,Beauty & Hygiene,Skin Care,Mamaearth,599.0,599.0,Face Care,4.3,"Acne marks and scars are a concern for many people. Mamaearth Skin Correct Face Serum addresses these skin problems with its unique formulation. The combination of proven ingredients such as Niacinamide and Ginger Extract helps reduce acne scars and marks, minimizes enlarged pores, and improves overall skin texture. Niacinamide is a form of Vitamin B3+ and a well-demonstrated ingredient in skincare that balances natural sebum levels and prevents overproduction. As a potent antioxidant, Niacinamide reduces inflammation, evens out skin tone, and restores the skin’s elasticity shrinking enlarged pores. Ginger Extract, on the other hand, is an antioxidant that prevents collagen degradation and stimulates melanin production to even out skin patches. It further helps in soothing the skin, preventing irritation due to acne. The serum is dermatologically tested and can be used on all skin types. The product has no harsh chemicals and is free of SLS, Parabens and Mineral Oils.","['Is Ginger Extract the main ingredient in Skin Correct Face Serum?', 'How do the ingredients in Skin Correct Face Serum help improve skin texture?', 'Are there any harsh chemicals present in Skin Correct Face Serum?', 'Can Niacinamide found in Skin Correct Face Serum prevent inflammation?', 'Do Niacinamide and Ginger Extract in Skin Correct Face Serum work well together to reduce acne marks and scars?']"
9606,"Active Clean Body Wash With Active Charcoal - Shower Gel For Body, Face & Hair",Beauty & Hygiene,Bath & Hand Wash,Nivea Men,129.0,199.0,Bath & Shower,4.3,"With active charcoal for deep cleansing. 3-in-1 for face, body and hair. Dirt, grime and pollution getting you down? Try the new Nivea men active clean shower gel with active charcoal.For beauty tips, tricks & more visit https://bigbasket.Blog/","['How does Active Clean Body Wash With Active Charcoal help in cleansing?', 'Can Active Clean Body Wash With Active Charcoal be used on the face?', 'What are the benefits of using Active Clean Body Wash With Active Charcoal?', 'How does Active Clean Body Wash With Active Charcoal differ from regular shower gels?', 'Is Active Clean Body Wash With Active Charcoal suitable for all skin types?']"
9611,"Body Lotion For Very Dry Skin, Nourishing Body Milk With 2x Almond Oil, For Men & Women",Beauty & Hygiene,Skin Care,Nivea,120.0,125.0,Body Care,4.3,"Cold weather, air-conditioned areas, too much time in the sun or even harsh soaps are just a few of the reasons that cause your skin to become itchy, scratchy and really dry. Wouldn’t it be great if there was a body lotion that provided daily nourishment for your very dry skin all day, round the clock? With the goodness of almond oil, Nivea Nourishing Body Milk, instantly alleviates dry skin, and keeps the skin moisturized for 24 hours with just one use! This rich nourishing milk is the original Nivea Body Lotion first formulated as 'liquid crème' in 1961. With an iconic fragrance, this body milk intensively nourishes extremely dry skin, leaving it soft and healthy. Use it after a shower and before going to bed to get a nourished, healthy-looking skin.","['Is the Body Lotion For Very Dry Skin, Nourishing Body Milk With 2x Almond Oil suitable for use in hot weather?', 'How many times a day should the Body Lotion For Very Dry Skin, Nourishing Body Milk With 2x Almond Oil be applied for best results?', 'How long does the skin stay moisturized after using the Body Lotion For Very Dry Skin, Nourishing Body Milk With 2x Almond Oil?', 'Does the Body Lotion For Very Dry Skin, Nourishing Body Milk With 2x Almond Oil have a strong scent?', 'Can men and women both use the Body Lotion For Very Dry Skin, Nourishing Body Milk With 2x Almond Oil?']"
